step,train_acc,test_acc,train_loss,test_loss,weight_l2,w_eff_rank,act_eff_rank,act_sparsity,act_kurtosis,gzip_bytes
0,0.498,0.49416666666666664,0.7135521769523621,0.7005106210708618,9.429051406171544,14.445976257324219,40.79331588745117,0.5070343017578125,2.4108920097351074,8473
200,1.0,0.5166666666666667,0.09965979307889938,1.2556525468826294,14.791541355903416,13.697498500347137,40.158973693847656,0.50592041015625,2.333197593688965,8367
400,1.0,0.5241666666666667,0.008690806105732918,1.9911571741104126,19.444409520775057,13.796304523944855,40.21800994873047,0.5058670043945312,2.324848175048828,8386
600,1.0,0.5341666666666667,0.0011610621586441994,2.60219669342041,22.353744159184792,13.819544196128845,40.22260665893555,0.5064544677734375,2.3290939331054688,8389
800,1.0,0.5366666666666666,0.0001761871244525537,3.1861648559570312,24.70517993674258,13.81732428073883,40.18174743652344,0.5071029663085938,2.315845489501953,8345
1000,1.0,0.5383333333333333,2.7931242584600113e-05,3.762802839279175,26.75710313082069,13.826655983924866,40.24982833862305,0.506927490234375,2.2984910011291504,8370
1200,1.0,0.5383333333333333,4.716972853202606e-06,4.340138912200928,28.496831166496946,13.825792849063873,40.28861618041992,0.5063705444335938,2.287580966949463,8396
1400,1.0,0.5408333333333334,9.51050878938986e-07,4.854449272155762,29.68215285423725,13.824241697788239,40.30699920654297,0.5065689086914062,2.279088020324707,8394
1600,1.0,0.5433333333333333,2.870559399070771e-07,5.208078384399414,29.91295868635844,13.821629405021667,40.28081130981445,0.5064010620117188,2.27156400680542,8373
1800,1.0,0.5416666666666666,1.6021726878534537e-07,5.328283309936523,29.37098788143275,13.818369746208191,40.23052978515625,0.506134033203125,2.2609353065490723,8311
2000,1.0,0.5433333333333333,1.3840197254921804e-07,5.305183410644531,28.62592852067272,13.816974759101868,40.175933837890625,0.5060577392578125,2.2510523796081543,8216
2200,1.0,0.545,1.3804434217945527e-07,5.2384562492370605,27.922630209921454,13.811098396778107,40.119327545166016,0.5057525634765625,2.246631622314453,8115
2400,1.0,0.5491666666666667,1.3625620454149612e-07,5.147012710571289,27.314311245988613,13.801025092601776,40.0598258972168,0.5055999755859375,2.247610092163086,8015
2600,1.0,0.5558333333333333,1.3637541940170195e-07,5.017387390136719,26.797895925330895,13.786220371723175,39.97481155395508,0.5053787231445312,2.254185676574707,7927
2800,1.0,0.5641666666666667,1.3446806690353696e-07,4.859523296356201,26.348783488440322,13.767810344696045,39.86738967895508,0.5052719116210938,2.265260696411133,7842
3000,1.0,0.5683333333333334,1.3494489792265085e-07,4.689304828643799,25.96239039464983,13.74624490737915,39.73272705078125,0.5058517456054688,2.2816314697265625,7747
3200,1.0,0.5766666666666667,1.320838833862581e-07,4.521818161010742,25.622767368609228,13.720402121543884,39.55651092529297,0.5055313110351562,2.3042521476745605,7684
3400,1.0,0.5841666666666666,1.2981890051833034e-07,4.334919452667236,25.308608544238336,13.690219163894653,39.3405876159668,0.5055618286132812,2.33541202545166,7637
3600,1.0,0.5925,1.2850759389948507e-07,4.138821601867676,25.02007500342759,13.657844483852386,39.087345123291016,0.50579833984375,2.376811981201172,7568
3800,1.0,0.5975,1.2338159649516456e-07,3.9152112007141113,24.737519848983283,13.620160043239594,38.776939392089844,0.505615234375,2.429884433746338,7518
4000,1.0,0.6091666666666666,1.266002556121748e-07,3.7008378505706787,24.47468535618719,13.577207386493683,38.42966079711914,0.5066375732421875,2.503152847290039,7439
4200,1.0,0.6133333333333333,1.2636182589176315e-07,3.5469486713409424,24.255111052794707,13.523725390434265,38.05851745605469,0.5063552856445312,2.605419158935547,7391
4400,1.0,0.6208333333333333,1.270770866312887e-07,3.403329372406006,24.061368080243593,13.466631472110748,37.65248489379883,0.5062637329101562,2.7271504402160645,7343
4600,1.0,0.6266666666666667,1.2564657936309231e-07,3.261425495147705,23.88391628809385,13.404583036899567,37.22529220581055,0.5061416625976562,2.8694562911987305,7302
4800,1.0,0.6333333333333333,1.2493131862356677e-07,3.1182656288146973,23.719829416026506,13.337179720401764,36.77510070800781,0.5060272216796875,3.0305347442626953,7259
5000,1.0,0.6408333333333334,1.2266634996649373e-07,2.9594953060150146,23.552881271545743,13.26740050315857,36.32777404785156,0.5054702758789062,3.2075304985046387,7214
5200,1.0,0.6575,1.2195108922696818e-07,2.7914724349975586,23.377248771251953,13.192591786384583,35.8719596862793,0.5054244995117188,3.4009909629821777,7167
5400,1.0,0.6675,1.2266634996649373e-07,2.6269900798797607,23.205311494297067,13.112915992736816,35.41866683959961,0.50616455078125,3.61116361618042,7119
5600,1.0,0.6766666666666666,1.2063979681897763e-07,2.480294942855835,23.039795157294744,13.019493281841278,34.92729568481445,0.5060806274414062,3.8427772521972656,7086
5800,1.0,0.69,1.1777876807173016e-07,2.3174099922180176,22.857541121545264,12.914824604988098,34.435874938964844,0.5059051513671875,4.079167366027832,7047
6000,1.0,0.7041666666666667,1.205205819587718e-07,2.1644668579101562,22.66716015254581,12.803020298480988,33.928226470947266,0.5066909790039062,4.340053558349609,7000
6200,1.0,0.7116666666666667,1.2016295158900903e-07,2.04461932182312,22.492734491654023,12.678329467773438,33.38639450073242,0.506805419921875,4.63315486907959,6968
6400,1.0,0.7141666666666666,1.2075899746832874e-07,1.9355000257492065,22.336483957037892,12.5526762008667,32.860111236572266,0.5066070556640625,4.926284313201904,6931
6600,1.0,0.7225,1.2016295158900903e-07,1.8334583044052124,22.190986659215024,12.427310168743134,32.34064865112305,0.5067367553710938,5.22254753112793,6910
6800,1.0,0.73,1.2028216644921486e-07,1.7380499839782715,22.054832438426107,12.301163852214813,31.833566665649414,0.5065994262695312,5.523859024047852,6883
7000,1.0,0.7358333333333333,1.2040138130942069e-07,1.648436427116394,21.927186740456232,12.174128949642181,31.33137321472168,0.5068740844726562,5.833526611328125,6865
7200,1.0,0.7433333333333333,1.2028216644921486e-07,1.565462589263916,21.806687643612893,12.049867033958435,30.85344696044922,0.5070037841796875,6.139269828796387,6839
7400,1.0,0.7516666666666667,1.2087821232853457e-07,1.4888898134231567,21.694750218081584,11.924884915351868,30.381948471069336,0.5070571899414062,6.443408966064453,6823
7600,1.0,0.7591666666666667,1.184940288112557e-07,1.4168075323104858,21.58796619335447,11.800336718559265,29.924739837646484,0.50701904296875,6.746281623840332,6795
7800,1.0,0.7658333333333334,1.1980533543010097e-07,1.3489478826522827,21.485053154039246,11.675537347793579,29.47557830810547,0.5066909790039062,7.05501651763916,6780
8000,1.0,0.7733333333333333,1.182556061962714e-07,1.28538179397583,21.38706634587387,11.553516626358032,29.046140670776367,0.5066986083984375,7.357651710510254,6762
8200,1.0,0.7825,1.1897086693579695e-07,1.2272199392318726,21.294546857881954,11.434861838817596,28.63360023498535,0.5065078735351562,7.658729553222656,6734
8400,1.0,0.7866666666666666,1.2016295158900903e-07,1.172564148902893,21.20626262621696,11.31840467453003,28.25372886657715,0.50653076171875,7.946084976196289,6729
8600,1.0,0.7916666666666666,1.184940288112557e-07,1.118278980255127,21.117688131096152,11.192683041095734,27.87143325805664,0.5065155029296875,8.23305892944336,6713
8800,1.0,0.8033333333333333,1.1479853867513157e-07,1.0593523979187012,21.027355194797337,11.065522313117981,27.516582489013672,0.5065155029296875,8.495129585266113,6703
9000,1.0,0.8083333333333333,1.1491774642991004e-07,0.9950346946716309,20.927671356747116,10.942657828330994,27.194190979003906,0.5064544677734375,8.738383293151855,6687
9200,1.0,0.8166666666666667,1.146793309203531e-07,0.9402843117713928,20.83223658313339,10.824192702770233,26.876934051513672,0.5069122314453125,8.984518051147461,6655
9400,1.0,0.825,1.1432170055059032e-07,0.8923318386077881,20.747504262320454,10.707966446876526,26.557270050048828,0.506927490234375,9.22613525390625,6645
9600,1.0,0.8283333333333334,1.121759325428684e-07,0.8407791256904602,20.66399603834804,10.592350900173187,26.237682342529297,0.5066604614257812,9.449387550354004,6639
9800,1.0,0.8358333333333333,1.1229514029764687e-07,0.7836721539497375,20.57217556998819,10.477300345897675,25.914836883544922,0.506622314453125,9.672811508178711,6632
10000,1.0,0.8475,1.1157988666354868e-07,0.7303683757781982,20.478090221259652,10.363698482513428,25.597606658935547,0.5073165893554688,9.902953147888184,6606
10200,1.0,0.8525,1.1265277066740964e-07,0.6882325410842896,20.391795999511505,10.246707737445831,25.27103614807129,0.5072479248046875,10.14586067199707,6597
10400,1.0,0.8575,1.1348723916171366e-07,0.6482850909233093,20.309458911368463,10.1328045129776,24.952320098876953,0.5071868896484375,10.38055419921875,6593
10600,1.0,0.8691666666666666,1.121759325428684e-07,0.6110671758651733,20.229083972654504,10.020356118679047,24.639240264892578,0.507080078125,10.604846954345703,6571
10800,1.0,0.8766666666666667,1.1181830927853298e-07,0.5753703713417053,20.148483477477516,9.901557922363281,24.30950927734375,0.5067672729492188,10.839601516723633,6560
11000,1.0,0.8841666666666667,1.1026858715013077e-07,0.5364803075790405,20.064786833412185,9.779801726341248,23.962976455688477,0.506866455078125,11.070318222045898,6556
11200,1.0,0.8883333333333333,1.0955332641060522e-07,0.49202996492385864,19.975883907985438,9.657602190971375,23.60638999938965,0.5067672729492188,11.295639038085938,6549
11400,1.0,0.8941666666666667,1.0752677326308913e-07,0.4479154348373413,19.878545917131916,9.530441582202911,23.249765396118164,0.5067596435546875,11.53569221496582,6540
11600,1.0,0.9025,1.0609625888946539e-07,0.40781426429748535,19.781784472243157,9.403294444084167,22.901695251464844,0.5071563720703125,11.782524108886719,6515
11800,1.0,0.9058333333333334,1.0681151962899094e-07,0.37414294481277466,19.689760807956834,9.267241656780243,22.548294067382812,0.5068359375,12.060548782348633,6507
12000,1.0,0.9166666666666666,1.051425826403829e-07,0.3385741710662842,19.59239358709165,9.12859982252121,22.19620132446289,0.50665283203125,12.35020923614502,6491
12200,1.0,0.925,1.0776518877264607e-07,0.30644315481185913,19.489997194878605,8.985418200492859,21.826427459716797,0.5072555541992188,12.680286407470703,6465
12400,1.0,0.9325,1.0752677326308913e-07,0.2801242768764496,19.392431551551972,8.840587854385376,21.44455909729004,0.50701904296875,13.03878402709961,6456
12600,1.0,0.9375,1.076459810178676e-07,0.256520539522171,19.303523465070878,8.704640626907349,21.095603942871094,0.5067672729492188,13.373313903808594,6452
12800,1.0,0.9375,1.0526179750058873e-07,0.2348494529724121,19.221003701102543,8.571078956127167,20.755189895629883,0.5066757202148438,13.701147079467773,6440
13000,1.0,0.9441666666666667,1.0621546664424386e-07,0.21471641957759857,19.14353235079305,8.443056583404541,20.432525634765625,0.5066146850585938,14.028007507324219,6433
13200,1.0,0.9475,1.0454653676106318e-07,0.19672143459320068,19.06801645708479,8.320058405399323,20.123249053955078,0.5064468383789062,14.35283088684082,6429
13400,1.0,0.9525,1.0597705113468692e-07,0.18047817051410675,18.997337668479965,8.19975757598877,19.826805114746094,0.50640869140625,14.665761947631836,6421
13600,1.0,0.9575,1.0585784337990845e-07,0.16571031510829926,18.928165549363463,8.07997053861618,19.536109924316406,0.5060882568359375,14.976783752441406,6407
13800,1.0,0.96,1.031160294928668e-07,0.1520426869392395,18.85997238414033,7.960235774517059,19.246862411499023,0.5056686401367188,15.297183990478516,6397
14000,1.0,0.9625,1.0359286761740805e-07,0.1393195390701294,18.79281317377485,7.843409597873688,18.964990615844727,0.505462646484375,15.623340606689453,6388
14200,1.0,0.9633333333333334,1.0323523724764527e-07,0.12768897414207458,18.729788561613805,7.733765721321106,18.70230484008789,0.5051651000976562,15.929222106933594,6382
14400,1.0,0.965,1.0275839912310403e-07,0.11669975519180298,18.670635443207473,7.631835401058197,18.450048446655273,0.5046539306640625,16.212583541870117,6367
14600,1.0,0.9675,1.0251998361354708e-07,0.10532510280609131,18.60834478301994,7.532620549201965,18.19586753845215,0.5047531127929688,16.480178833007812,6365
14800,1.0,0.9708333333333333,1.0228156099856278e-07,0.09285018593072891,18.52874425637185,7.420524299144745,17.900943756103516,0.5042877197265625,16.80162811279297,6362
15000,1.0,0.9725,1.0037421560582516e-07,0.08170299232006073,18.440029176098857,7.307103395462036,17.609628677368164,0.5038909912109375,17.144569396972656,6347
15200,1.0,0.9741666666666666,1.008510537303664e-07,0.0732397511601448,18.355684048984582,7.193546116352081,17.313255310058594,0.5045852661132812,17.536802291870117,6319
15400,1.0,0.9758333333333333,1.028776068778825e-07,0.06628955155611038,18.279321991089756,7.084984004497528,17.03020477294922,0.5044937133789062,17.913358688354492,6302
15600,1.0,0.98,1.0251998361354708e-07,0.06007998064160347,18.21233304967661,6.984928369522095,16.771160125732422,0.5044479370117188,18.25914764404297,6294
15800,1.0,0.9808333333333333,1.0192393773422737e-07,0.05455702915787697,18.149367631714806,6.890738308429718,16.52480697631836,0.50439453125,18.599170684814453,6277
16000,1.0,0.9816666666666667,1.031160294928668e-07,0.04968694597482681,18.09024443787057,6.8049516677856445,16.300006866455078,0.5039825439453125,18.92001724243164,6269
16200,1.0,0.9825,1.0120867699470182e-07,0.045438993722200394,18.039324440093093,6.72628653049469,16.094730377197266,0.5037994384765625,19.211318969726562,6251
16400,1.0,0.9825,1.0180472287402154e-07,0.04163181409239769,17.991184418677427,6.650541067123413,15.896525382995605,0.5034866333007812,19.497440338134766,6254
16600,1.0,0.9866666666666667,1.0180472287402154e-07,0.03818042576313019,17.94328071325368,6.576908648014069,15.704588890075684,0.5032577514648438,19.775279998779297,6242
16800,1.0,0.9883333333333333,9.942053935674267e-08,0.03486625850200653,17.902101935015153,6.5078951716423035,15.516524314880371,0.5029296875,20.034774780273438,6230
17000,1.0,0.9891666666666666,9.894370123220142e-08,0.03144747391343117,17.86159049498926,6.443812906742096,15.340503692626953,0.50250244140625,20.235923767089844,6208
17200,1.0,0.99,9.977816972650544e-08,0.028197431936860085,17.8193417484995,6.38079971075058,15.168391227722168,0.5028152465820312,20.41607666015625,6188
17400,1.0,0.99,9.93013316019642e-08,0.02548881620168686,17.775682908633097,6.311216235160828,14.984119415283203,0.5024261474609375,20.635234832763672,6186
17600,1.0,0.9916666666666667,9.942053935674267e-08,0.023119032382965088,17.734151134674473,6.242682456970215,14.800650596618652,0.5022048950195312,20.840076446533203,6172
17800,1.0,0.9925,9.8586077967866e-08,0.020957166329026222,17.689578975445883,6.173092484474182,14.617110252380371,0.5020294189453125,21.04074478149414,6167
18000,1.0,0.9925,9.799003208854629e-08,0.01898219622671604,17.649693093589832,6.108513414859772,14.445134162902832,0.5019454956054688,21.2138671875,6169
18200,1.0,0.9933333333333333,9.870528572264448e-08,0.017189133912324905,17.611921774453734,6.045964479446411,14.27934455871582,0.5016708374023438,21.37716293334961,6172
18400,1.0,0.9933333333333333,9.942053935674267e-08,0.015596077777445316,17.57202106885257,5.98453676700592,14.113729476928711,0.5015335083007812,21.543338775634766,6157
18600,1.0,0.995,9.906290898697989e-08,0.014174404554069042,17.534515678481856,5.924842417240143,13.955451965332031,0.501129150390625,21.698505401611328,6150
18800,1.0,0.9958333333333333,9.93013316019642e-08,0.012861876748502254,17.50009788928583,5.868131995201111,13.801780700683594,0.500732421875,21.847599029541016,6143
19000,1.0,0.9958333333333333,9.739397910379921e-08,0.011642910540103912,17.46422214037479,5.81282776594162,13.65505599975586,0.5005569458007812,21.99544906616211,6142
19200,1.0,0.9958333333333333,9.691714808468532e-08,0.01056208647787571,17.430637376482633,5.758982837200165,13.51258373260498,0.5002822875976562,22.148502349853516,6136
19400,1.0,0.9958333333333333,9.8586077967866e-08,0.009588793851435184,17.394317373780858,5.70404988527298,13.370635032653809,0.4998779296875,22.30928611755371,6129
19600,1.0,0.9958333333333333,9.810923984332476e-08,0.00870555080473423,17.35819371356233,5.647618234157562,13.222699165344238,0.499725341796875,22.49049186706543,6125
19800,1.0,0.9958333333333333,9.870528572264448e-08,0.007942963391542435,17.32080925180509,5.590301930904388,13.070947647094727,0.49993896484375,22.69405746459961,6117
20000,1.0,0.9975,9.667872546970102e-08,0.007263979874551296,17.28054590843087,5.532318353652954,12.922100067138672,0.49987030029296875,22.903160095214844,6118
